IP LINLIN
DP -3.072 0.0014686317445657163
DP -2.938211055276382 0.0015462262650358849
DP -2.804422110552764 0.0016273265370301455
DP -2.670633165829146 0.0017120557105735788
DP -2.536844221105528 0.0018005392961085809
DP -2.4030552763819095 0.0018929050995058435
DP -2.2692663316582915 0.001989283149410306
DP -2.1354773869346735 0.0020898056166890906
DP -2.0016884422110555 0.0021946067257571154
DP -1.8678994974874374 0.0023038226575658426
DP -1.7341105527638194 0.0024175914440516416
DP -1.6003216080402012 0.0025360528538522823
DP -1.4665326633165832 0.002659348269113359
DP -1.3327437185929651 0.0027876205532210018
DP -1.198954773869347 0.0029210139093127662
DP -1.0651658291457289 0.003059673729435655
DP -0.9313768844221109 0.0032037464342382117
DP -0.7975879396984928 0.0033533793031029348
DP -0.6637989949748748 0.0035087202946458883
DP -0.5300100502512568 0.0036699178575319968
DP -0.3962211055276388 0.003837120731577394
DP -0.2624321608040203 0.00401047773913433
DP -0.1286432160804023 0.004190137566779238
DP 0.005145728643215719 0.0043762485373507656
DP 0.13893467336683374 0.004568958372412086
DP 0.27272361809045176 0.004768413945239904
DP 0.4065125628140698 0.00497476102447204
DP 0.5403015075376878 0.0051881440085756
DP 0.6740904522613063 0.0054087056513288
DP 0.8078793969849243 0.005636586778541314
DP 0.9416683417085423 0.005871925996270661
DP 1.0754572864321599 0.006114859390825114
DP 1.2092462311557783 0.006365520220877548
DP 1.3430351758793968 0.006624038602048605
DP 1.4768241206030144 0.0068905411843521985
DP 1.6106130653266328 0.00716515082293112
DP 1.7444020100502504 0.00744798624254542
DP 1.8781909547738689 0.007739161696311207
DP 2.0119798994974865 0.008038786619222468
DP 2.145768844221105 0.0083469652770231
DP 2.2795577889447225 0.008663796411030811
DP 2.413346733668341 0.008989372879548506
DP 2.5471356783919594 0.009323781296531964
DP 2.680924623115577 0.009667101668215551
DP 2.8147135678391955 0.010019407028429251
DP 2.948502512562813 0.010380763073371166
DP 3.0822914572864315 0.010751227796629553
DP 3.216080402010049 0.011130851125276547
DP 3.3498693467336675 0.011519674557882997
DP 3.483658291457286 0.011917730805329254
DP 3.6174472361809036 0.012325043435310436
DP 3.751236180904522 0.012741626521456759
DP 3.8850251256281396 0.01316748429800957
DP 4.018814070351758 0.01360261082101133
DP 4.152603015075376 0.014046989636983781
DP 4.286391959798994 0.014500593460081732
DP 4.420180904522613 0.014963383858720408
DP 4.55396984924623 0.015435310952683063
DP 4.687758793969849 0.01591631312172064
DP 4.821547738693466 0.01640631672665788
DP 4.955336683417085 0.016905235844020535
DP 5.089125628140702 0.01741297201519442
DP 5.22291457286432 0.01792941401112113
DP 5.356703517587939 0.0184544376135256
DP 5.490492462311557 0.01898790541365774
DP 5.624281407035174 0.019529666629514626
DP 5.758070351758794 0.020079556942490077
DP 5.891859296482411 0.020637398354375617
DP 6.025648241206029 0.021202999065611027
DP 6.159437185929646 0.02177615337565278
DP 6.293226130653266 0.02235664160629558
DP 6.427015075376883 0.022944230048746402
DP 6.560804020100501 0.0235386709352102
DP 6.69459296482412 0.02413970243570343
DP 6.828381909547738 0.024747048680765684
DP 6.962170854271355 0.025360419810689816
DP 7.095959798994973 0.025979512051838207
DP 7.229748743718592 0.026604007820557912
DP 7.36353768844221 0.02723357585514776
DP 7.4973266331658275 0.027867871376270375
DP 7.631115577889445 0.02850653627613704
DP 7.764904522613064 0.029149199336727397
DP 7.898693467336682 0.029795476477237036
DP 8.0324824120603 0.03044497103087493
DP 8.16627135678392 0.03109727405105957
DP 8.300060301507536 0.03175196464698812
DP 8.433849246231155 0.0324086103484764
DP 8.56763819095477 0.03306676749988936
DP 8.70142713567839 0.03372598168290396
DP 8.83521608040201 0.034385788167764865
DP 8.969005025125625 0.03504571239261483
DP 9.102793969849245 0.03570527047039932
DP 9.236582914572864 0.036363969722764636
DP 9.37037185929648 0.03702130924028807
DP 9.504160804020099 0.03767678046829784
DP 9.637949748743718 0.03832986781746081
DP 9.771738693467334 0.03898004929823752
DP 9.905527638190954 0.039626797178226175
DP 10.039316582914573 0.04026957866134105
DP 10.173105527638189 0.04090785658769689
DP 10.306894472361808 0.0415410901529983
