IP LINLIN
DP 0.000000 0.000000e+00
DP 0.245760 1.433525e-03
DP 0.491520 2.034471e-03
DP 0.737280 0.000000e+00
DP 0.983040 1.393096e-03
DP 1.228800 3.871383e-03
DP 1.474560 8.229535e-03
DP 1.720320 4.700894e-03
DP 1.966080 3.638220e-03
DP 2.211840 1.366893e-03
DP 2.457600 3.148388e-04
DP 2.703360 3.614816e-03
DP 2.949120 2.577261e-03
DP 3.194880 2.358909e-03
DP 3.440640 3.406507e-03
DP 3.686400 0.000000e+00
DP 3.932160 3.976195e-03
DP 4.177920 8.751488e-03
DP 4.423680 6.578297e-04
DP 4.669440 8.521547e-03
DP 4.915200 5.610065e-03
DP 5.160960 3.109007e-03
DP 5.406720 8.732177e-03
DP 5.652480 1.772198e-07
DP 5.898240 4.116907e-03
DP 6.144000 3.064568e-03
DP 6.389760 1.555452e-02
DP 6.635520 2.070448e-02
DP 6.881280 2.006690e-02
DP 7.127040 1.653208e-02
DP 7.372800 3.668476e-02
DP 7.618560 7.043548e-02
DP 7.864320 7.959600e-02
DP 8.110080 1.262457e-01
DP 8.355840 1.563359e-01
DP 8.601600 1.987374e-01
DP 8.847360 2.154835e-01
DP 9.093120 1.826789e-01
DP 9.338880 1.670673e-01
DP 9.584640 1.889809e-01
DP 9.830400 2.165173e-01
DP 10.076160 2.089285e-01
DP 10.321920 2.063095e-01
DP 10.567680 1.667684e-01
DP 10.813440 1.497180e-01
DP 11.059200 1.263645e-01
DP 11.304960 1.226156e-01
DP 11.550720 1.459331e-01
DP 11.796480 1.395830e-01
DP 12.042240 1.209416e-01
DP 12.288000 1.170851e-01
DP 12.533760 1.016444e-01
DP 12.779520 7.128878e-02
DP 13.025280 5.541660e-02
DP 13.271040 5.608234e-02
DP 13.516800 4.063355e-02
DP 13.762560 4.000787e-02
DP 14.008320 3.168558e-02
DP 14.254080 2.938337e-02
DP 14.499840 2.540379e-02
DP 14.745600 2.249026e-02
DP 14.991360 1.771183e-02
DP 15.237120 1.872347e-02
DP 15.482880 2.351841e-02
DP 15.728640 1.271039e-02
DP 15.974400 1.601954e-02
DP 16.220160 7.895299e-03
DP 16.465920 2.038032e-02
DP 16.711680 1.557851e-02
DP 16.957440 8.084673e-03
DP 17.203200 1.098504e-02
DP 17.448960 1.201642e-02
DP 17.694720 2.468954e-03
DP 17.940480 1.119944e-02
DP 18.186240 2.856289e-03
DP 18.432000 2.228398e-03
DP 18.677760 7.853804e-03
DP 18.923520 0.000000e+00
DP 19.169280 0.000000e+00
DP 19.415040 7.594154e-03
DP 19.660800 1.370955e-03
DP 19.906560 0.000000e+00
DP 20.152320 5.085112e-03
DP 20.398080 4.649098e-03
DP 20.643840 5.697612e-03
DP 20.889600 1.532612e-03
DP 21.135360 8.288594e-05
DP 21.381120 0.000000e+00
DP 21.626880 4.623733e-03
DP 21.872640 4.690906e-04
DP 22.118400 3.634025e-05
DP 22.364160 7.695319e-03
DP 22.609920 2.079192e-03
DP 22.855680 3.336585e-03
DP 23.101440 2.279054e-03
DP 23.347200 4.161281e-03
DP 23.592960 0.000000e+00
DP 23.838720 0.000000e+00
DP 24.084480 4.322464e-03
DP 24.330240 0.000000e+00
DP 24.576000 0.000000e+00
DP 24.821760 5.545723e-03
DP 25.067520 3.665993e-03
DP 25.313280 6.780537e-03
DP 25.559040 2.609759e-03
DP 25.804800 3.222986e-03
DP 26.050560 0.000000e+00
DP 26.296320 0.000000e+00
DP 26.542080 0.000000e+00
DP 26.787840 0.000000e+00
DP 27.033600 0.000000e+00
DP 27.279360 7.331088e-03
DP 27.525120 6.902404e-03
DP 27.770880 0.000000e+00
DP 28.016640 1.075032e-03
DP 28.262400 3.556297e-03
DP 28.508160 1.876960e-03
DP 28.753920 5.812000e-03
EN
