IP LINLIN
DP 6.021119999999998 -0.006651729405934025
DP 6.266879999999999 0.0008742407855891095
DP 6.5126399999999975 0.0013900461772775874
DP 6.758399999999998 -0.0010066832219142404
DP 7.004159999999999 0.001791416450161487
DP 7.2499199999999995 -8.838444644656604e-05
DP 7.495679999999998 0.0015642518408689025
DP 7.741439999999997 -0.00014348428227736593
DP 7.987199999999998 0.0006503574763923881
DP 8.232959999999999 0.00048022075677172163
DP 8.47872 -0.0008904877886647115
DP 8.724479999999998 -3.462812256382104e-05
DP 8.970239999999999 0.0016213232499039721
DP 9.215999999999998 0.0009932623330506326
DP 9.461759999999998 -0.0006041589413116039
DP 9.707519999999999 0.0008808497245580784
DP 9.95328 -0.00048600870099754664
DP 10.199039999999998 0.0005940639008641185
DP 10.444799999999999 0.0006516053362838302
DP 10.690559999999998 -0.0007733217154585029
DP 10.936319999999998 -0.0014019381891410155
DP 11.18208 0.0006509094554182713
DP 11.427839999999998 0.0008802192849341567
DP 11.673599999999999 0.0005385928280123803
DP 11.919359999999998 -0.000601734300225551
DP 12.165119999999998 -0.0007727514920078022
DP 12.410879999999999 0.00013773512650819988
DP 12.65664 0.000540244913843051
DP 12.902399999999998 -0.0005443394278402809
DP 13.148159999999999 -0.0010587487536107075
DP 13.393919999999998 0.0006559675056850876
DP 13.639679999999998 -0.000544578491101259
DP 13.88544 -0.00031585848456722713
DP 14.131199999999998 0.0001986957496628305
DP 14.376959999999999 -0.0008285551552764602
DP 14.622719999999997 0.00014114801546325398
DP 14.868479999999998 -0.0011123383167642898
DP 15.114239999999999 2.933668746864325e-05
DP 15.36 0.0010568971084817986
DP 15.605759999999998 -2.738008848178096e-05
DP 15.851519999999999 0.0007133543074736456
DP 16.097279999999998 0.0007117950450297165
DP 16.34304 0.0018574620466974888
DP 16.5888 0.0008861271650720573
DP 16.83456 0.0025990420712154764
DP 17.08032 0.0037423961336710263
DP 17.326079999999997 0.0024267121158291867
DP 17.571839999999998 0.004255498846082734
DP 17.8176 0.005173809858204886
DP 18.06336 0.00545897780329467
DP 18.30912 0.005401478696869847
DP 18.554879999999997 0.006202889379324448
DP 18.800639999999998 0.0052877621619671624
DP 19.0464 0.005802961002882744
DP 19.29216 0.00866453944776253
DP 19.53792 0.0078072522032121205
DP 19.783679999999997 0.007177718507724363
DP 20.029439999999997 0.005974282848946572
DP 20.275199999999998 0.007405483508458119
DP 20.52096 0.008094288891457024
DP 20.76672 0.021069044444673914
DP 21.01248 0.023771090807458664
DP 21.25824 0.02602412959793359
DP 21.503999999999998 0.025332104317837306
DP 21.74976 0.031040137500667815
DP 21.99552 0.04516998974717958
DP 22.24128 0.05156371432352583
DP 22.48704 0.07616922394031674
DP 22.732799999999997 0.09854220585271357
DP 22.978559999999998 0.13442101593461053
