# Info on the Light curve.
# DP | Time point in [s] | Excess counts.
# We shifted GBM times to start from 0.0. After the shift GBM Trigger time is at 0.48161 s. Light curve stops at 37.98161 s. Time resolution is 0.13760 s. There are 277 points.
# Light curve values are Excess Counts = Observed GBM Counts - Best fit Background Model. Negative excess counts are clipped to 0.
# We selected the events from GBM detector Sum_n6_b1_n3_n7 with energy in [8.0,40000.0] keV.
IP LINLIN
DP 0.000000 219.0
DP 0.137602 171.0
DP 0.275204 189.0
DP 0.412806 235.0
DP 0.550408 235.0
DP 0.688010 199.0
DP 0.825612 203.0
DP 0.963214 336.0
DP 1.100816 350.0
DP 1.238418 294.0
DP 1.376020 336.0
DP 1.513622 440.0
DP 1.651224 538.0
DP 1.788826 611.0
DP 1.926428 621.0
DP 2.064030 1071.0
DP 2.201632 1199.0
DP 2.339234 1505.0
DP 2.476836 1811.0
DP 2.614438 1913.0
DP 2.752040 2160.0
DP 2.889642 2497.0
DP 3.027244 2743.0
DP 3.164846 2446.0
DP 3.302448 2239.0
DP 3.440050 2703.0
DP 3.577652 3319.0
DP 3.715254 3366.0
DP 3.852856 3572.0
DP 3.990458 3248.0
DP 4.128060 3347.0
DP 4.265662 3232.0
DP 4.403264 3656.0
DP 4.540866 3887.0
DP 4.678468 4076.0
DP 4.816070 4026.0
DP 4.953672 3800.0
DP 5.091274 3335.0
DP 5.228876 3067.0
DP 5.366478 3100.0
DP 5.504080 2596.0
DP 5.641682 2543.0
DP 5.779284 2485.0
DP 5.916886 2523.0
DP 6.054488 2414.0
DP 6.192090 2238.0
DP 6.329692 2210.0
DP 6.467294 2244.0
DP 6.604896 2307.0
DP 6.742498 2007.0
DP 6.880100 2180.0
DP 7.017702 2399.0
DP 7.155304 2412.0
DP 7.292906 2539.0
DP 7.430508 2552.0
DP 7.568110 2459.0
DP 7.705712 2403.0
DP 7.843314 2197.0
DP 7.980916 2153.0
DP 8.118518 1968.0
DP 8.256120 2172.0
DP 8.393722 1795.0
DP 8.531324 1994.0
DP 8.668926 2259.0
DP 8.806528 2404.0
DP 8.944130 2191.0
DP 9.081732 2284.0
DP 9.219334 2186.0
DP 9.356936 2093.0
DP 9.494538 2148.0
DP 9.632140 1948.0
DP 9.769742 2402.0
DP 9.907344 1823.0
DP 10.044946 3249.0
DP 10.182548 3184.0
DP 10.320150 3110.0
DP 10.457752 4868.0
DP 10.595354 3333.0
DP 10.732956 2428.0
DP 10.870558 2365.0
DP 11.008160 2196.0
DP 11.145762 2482.0
DP 11.283364 2929.0
DP 11.420966 2846.0
DP 11.558568 3192.0
DP 11.696170 2973.0
DP 11.833772 3053.0
DP 11.971374 2971.0
DP 12.108976 2863.0
DP 12.246578 2756.0
DP 12.384180 2528.0
DP 12.521782 2338.0
DP 12.659384 1902.0
DP 12.796986 1544.0
DP 12.934588 1132.0
DP 13.072190 1151.0
DP 13.209792 928.0
DP 13.347394 963.0
DP 13.484996 1261.0
DP 13.622598 1783.0
DP 13.760200 1642.0
DP 13.897802 1093.0
DP 14.035404 998.0
DP 14.173006 1110.0
DP 14.310608 871.0
DP 14.448210 593.0
DP 14.585812 539.0
DP 14.723414 438.0
DP 14.861016 439.0
DP 14.998618 588.0
DP 15.136220 545.0
DP 15.273822 462.0
DP 15.411424 413.0
DP 15.549026 428.0
DP 15.686628 456.0
DP 15.824230 549.0
DP 15.961832 620.0
DP 16.099434 686.0
DP 16.237036 661.0
DP 16.374638 704.0
DP 16.512240 901.0
DP 16.649842 793.0
DP 16.787444 884.0
DP 16.925046 576.0
DP 17.062648 469.0
DP 17.200250 386.0
DP 17.337852 337.0
DP 17.475454 323.0
DP 17.613056 349.0
DP 17.750658 292.0
DP 17.888260 263.0
DP 18.025862 236.0
DP 18.163464 230.0
DP 18.301066 162.0
DP 18.438668 217.0
DP 18.576270 195.0
DP 18.713872 169.0
DP 18.851474 228.0
DP 18.989076 175.0
DP 19.126678 214.0
DP 19.264280 167.0
DP 19.401882 176.0
DP 19.539484 125.0
DP 19.677086 210.0
DP 19.814688 154.0
DP 19.952290 130.0
DP 20.089892 140.0
DP 20.227494 114.0
DP 20.365096 109.0
DP 20.502698 145.0
DP 20.640300 163.0
DP 20.777902 132.0
DP 20.915504 106.0
DP 21.053106 116.0
DP 21.190708 130.0
DP 21.328310 163.0
DP 21.465912 132.0
DP 21.603514 131.0
DP 21.741116 69.0
DP 21.878718 141.0
DP 22.016320 105.0
DP 22.153922 96.0
DP 22.291524 72.0
DP 22.429126 127.0
DP 22.566728 78.0
DP 22.704330 124.0
DP 22.841932 109.0
DP 22.979534 124.0
DP 23.117136 160.0
DP 23.254738 104.0
DP 23.392340 108.0
DP 23.529942 85.0
DP 23.667544 81.0
DP 23.805146 110.0
DP 23.942748 92.0
DP 24.080350 50.0
DP 24.217952 98.0
DP 24.355554 94.0
DP 24.493156 51.0
DP 24.630758 82.0
DP 24.768360 36.0
DP 24.905962 45.0
DP 25.043564 74.0
DP 25.181166 72.0
DP 25.318768 97.0
DP 25.456370 33.0
DP 25.593972 91.0
DP 25.731574 108.0
DP 25.869176 84.0
DP 26.006778 56.0
DP 26.144380 70.0
DP 26.281982 96.0
DP 26.419584 81.0
DP 26.557186 80.0
DP 26.694788 75.0
DP 26.832390 98.0
DP 26.969992 75.0
DP 27.107594 51.0
DP 27.245196 81.0
DP 27.382798 112.0
DP 27.520400 48.0
DP 27.658002 78.0
DP 27.795604 90.0
DP 27.933206 63.0
DP 28.070808 52.0
DP 28.208410 33.0
DP 28.346012 145.0
DP 28.483614 107.0
DP 28.621216 47.0
DP 28.758818 109.0
DP 28.896420 36.0
DP 29.034022 72.0
DP 29.171624 53.0
DP 29.309226 112.0
DP 29.446828 32.0
DP 29.584430 36.0
DP 29.722032 38.0
DP 29.859634 56.0
DP 29.997236 37.0
DP 30.134838 67.0
DP 30.272440 66.0
DP 30.410042 35.0
DP 30.547644 79.0
DP 30.685246 38.0
DP 30.822848 46.0
DP 30.960450 42.0
DP 31.098052 45.0
DP 31.235654 53.0
DP 31.373256 22.0
DP 31.510858 42.0
DP 31.648460 1.0
DP 31.786062 87.0
DP 31.923664 78.0
DP 32.061266 12.0
DP 32.198868 88.0
DP 32.336470 35.0
DP 32.474072 21.0
DP 32.611674 61.0
DP 32.749276 33.0
DP 32.886878 26.0
DP 33.024480 57.0
DP 33.162082 34.0
DP 33.299684 34.0
DP 33.437286 73.0
DP 33.574888 16.0
DP 33.712490 50.0
DP 33.850092 8.0
DP 33.987694 30.0
DP 34.125296 21.0
DP 34.262898 68.0
DP 34.400500 6.0
DP 34.538102 22.0
DP 34.675704 15.0
DP 34.813306 46.0
DP 34.950908 45.0
DP 35.088510 2.0
DP 35.226112 44.0
DP 35.363714 64.0
DP 35.501316 4.0
DP 35.638918 0.0
DP 35.776520 0.0
DP 35.914122 14.0
DP 36.051724 54.0
DP 36.189326 38.0
DP 36.326928 77.0
DP 36.464530 43.0
DP 36.602132 46.0
DP 36.739734 38.0
DP 36.877336 32.0
DP 37.014938 19.0
DP 37.152540 0.0
DP 37.290142 15.0
DP 37.427744 24.0
DP 37.565346 39.0
DP 37.702948 41.0
DP 37.840550 14.0
DP 37.978152 39.0
EN
