# Info on the Light curve.
# DP | Time point in [s] | Excess counts.
# We shifted GBM times to start from 0.0. After the shift GBM Trigger time is at 1.00067 s. Light curve stops at 16.36067 s. Time resolution is 0.08701 s. There are 189 points.
# Light curve values are Excess Counts = Observed GBM Counts - Best fit Background Model. Negative excess counts are clipped to 0.
# We selected the events from GBM detector n9 with energy in [8.0,900.0] keV.
IP LINLIN
DP 0.000000 6.0
DP 0.087014 11.0
DP 0.174029 1.0
DP 0.261043 3.0
DP 0.348058 10.0
DP 0.435072 0.0
DP 0.522086 0.0
DP 0.609101 0.0
DP 0.696115 3.0
DP 0.783130 24.0
DP 0.870144 20.0
DP 0.957158 95.0
DP 1.044173 216.0
DP 1.131187 336.0
DP 1.218202 419.0
DP 1.305216 705.0
DP 1.392230 768.0
DP 1.479245 764.0
DP 1.566259 719.0
DP 1.653274 608.0
DP 1.740288 508.0
DP 1.827302 423.0
DP 1.914317 352.0
DP 2.001331 333.0
DP 2.088346 321.0
DP 2.175360 347.0
DP 2.262374 473.0
DP 2.349389 557.0
DP 2.436403 737.0
DP 2.523418 625.0
DP 2.610432 438.0
DP 2.697446 374.0
DP 2.784461 325.0
DP 2.871475 214.0
DP 2.958490 244.0
DP 3.045504 158.0
DP 3.132518 140.0
DP 3.219533 131.0
DP 3.306547 91.0
DP 3.393562 75.0
DP 3.480576 98.0
DP 3.567590 90.0
DP 3.654605 81.0
DP 3.741619 73.0
DP 3.828634 112.0
DP 3.915648 75.0
DP 4.002662 70.0
DP 4.089677 70.0
DP 4.176691 85.0
DP 4.263706 85.0
DP 4.350720 72.0
DP 4.437734 105.0
DP 4.524749 68.0
DP 4.611763 122.0
DP 4.698778 100.0
DP 4.785792 116.0
DP 4.872806 121.0
DP 4.959821 128.0
DP 5.046835 120.0
DP 5.133850 133.0
DP 5.220864 107.0
DP 5.307878 91.0
DP 5.394893 113.0
DP 5.481907 132.0
DP 5.568922 118.0
DP 5.655936 121.0
DP 5.742950 106.0
DP 5.829965 98.0
DP 5.916979 84.0
DP 6.003994 92.0
DP 6.091008 46.0
DP 6.178022 84.0
DP 6.265037 93.0
DP 6.352051 91.0
DP 6.439066 103.0
DP 6.526080 118.0
DP 6.613094 107.0
DP 6.700109 84.0
DP 6.787123 105.0
DP 6.874138 90.0
DP 6.961152 74.0
DP 7.048166 97.0
DP 7.135181 96.0
DP 7.222195 109.0
DP 7.309210 93.0
DP 7.396224 98.0
DP 7.483238 90.0
DP 7.570253 95.0
DP 7.657267 191.0
DP 7.744282 293.0
DP 7.831296 328.0
DP 7.918310 306.0
DP 8.005325 299.0
DP 8.092339 294.0
DP 8.179354 299.0
DP 8.266368 293.0
DP 8.353382 223.0
DP 8.440397 221.0
DP 8.527411 179.0
DP 8.614426 223.0
DP 8.701440 165.0
DP 8.788454 134.0
DP 8.875469 141.0
DP 8.962483 156.0
DP 9.049498 135.0
DP 9.136512 131.0
DP 9.223526 111.0
DP 9.310541 120.0
DP 9.397555 93.0
DP 9.484570 100.0
DP 9.571584 75.0
DP 9.658598 62.0
DP 9.745613 115.0
DP 9.832627 72.0
DP 9.919642 86.0
DP 10.006656 78.0
DP 10.093670 50.0
DP 10.180685 59.0
DP 10.267699 36.0
DP 10.354714 66.0
DP 10.441728 66.0
DP 10.528742 35.0
DP 10.615757 18.0
DP 10.702771 30.0
DP 10.789786 42.0
DP 10.876800 52.0
DP 10.963814 18.0
DP 11.050829 18.0
DP 11.137843 35.0
DP 11.224858 33.0
DP 11.311872 29.0
DP 11.398886 5.0
DP 11.485901 25.0
DP 11.572915 23.0
DP 11.659930 14.0
DP 11.746944 12.0
DP 11.833958 6.0
DP 11.920973 11.0
DP 12.007987 24.0
DP 12.095002 12.0
DP 12.182016 17.0
DP 12.269030 0.0
DP 12.356045 26.0
DP 12.443059 25.0
DP 12.530074 6.0
DP 12.617088 26.0
DP 12.704102 0.0
DP 12.791117 21.0
DP 12.878131 9.0
DP 12.965146 3.0
DP 13.052160 0.0
DP 13.139174 16.0
DP 13.226189 0.0
DP 13.313203 15.0
DP 13.400218 3.0
DP 13.487232 15.0
DP 13.574246 12.0
DP 13.661261 21.0
DP 13.748275 3.0
DP 13.835290 6.0
DP 13.922304 0.0
DP 14.009318 18.0
DP 14.096333 14.0
DP 14.183347 1.0
DP 14.270362 0.0
DP 14.357376 10.0
DP 14.444390 2.0
DP 14.531405 0.0
DP 14.618419 0.0
DP 14.705434 6.0
DP 14.792448 0.0
DP 14.879462 0.0
DP 14.966477 0.0
DP 15.053491 0.0
DP 15.140506 5.0
DP 15.227520 7.0
DP 15.314534 0.0
DP 15.401549 9.0
DP 15.488563 16.0
DP 15.575578 15.0
DP 15.662592 0.0
DP 15.749606 16.0
DP 15.836621 1.0
DP 15.923635 3.0
DP 16.010650 4.0
DP 16.097664 0.0
DP 16.184678 0.0
DP 16.271693 5.0
DP 16.358707 16.0
EN
