# Info on the Light curve.
# DP | Time point in [s] | Excess counts.
# We shifted GBM times to start from 0.0. After the shift GBM Trigger time is at 0.56193 s. Light curve stops at 174.64193 s. Time resolution is 1.12386 s. There are 156 points.
# Light curve values are Excess Counts = Observed GBM Counts - Best fit Background Model. Negative excess counts are clipped to 0.
# We selected the events from GBM detector n4 with energy in [8.0,900.0] keV.
IP LINLIN
DP 0.000000 473.0
DP 1.123860 688.0
DP 2.247720 869.0
DP 3.371580 931.0
DP 4.495440 991.0
DP 5.619300 911.0
DP 6.743160 885.0
DP 7.867020 893.0
DP 8.990880 910.0
DP 10.114740 956.0
DP 11.238600 930.0
DP 12.362460 935.0
DP 13.486320 958.0
DP 14.610180 1005.0
DP 15.734040 900.0
DP 16.857900 770.0
DP 17.981760 812.0
DP 19.105620 791.0
DP 20.229480 852.0
DP 21.353340 763.0
DP 22.477200 689.0
DP 23.601060 700.0
DP 24.724920 656.0
DP 25.848780 645.0
DP 26.972640 535.0
DP 28.096500 640.0
DP 29.220360 497.0
DP 30.344220 415.0
DP 31.468080 390.0
DP 32.591940 340.0
DP 33.715800 365.0
DP 34.839660 252.0
DP 35.963520 228.0
DP 37.087380 248.0
DP 38.211240 289.0
DP 39.335100 152.0
DP 40.458960 177.0
DP 41.582820 191.0
DP 42.706680 164.0
DP 43.830540 211.0
DP 44.954400 161.0
DP 46.078260 110.0
DP 47.202120 139.0
DP 48.325980 108.0
DP 49.449840 142.0
DP 50.573700 607.0
DP 51.697560 917.0
DP 52.821420 939.0
DP 53.945280 1044.0
DP 55.069140 1002.0
DP 56.193000 957.0
DP 57.316860 1286.0
DP 58.440720 1463.0
DP 59.564580 1617.0
DP 60.688440 1542.0
DP 61.812300 1913.0
DP 62.936160 3786.0
DP 64.060020 5555.0
DP 65.183880 5479.0
DP 66.307740 5369.0
DP 67.431600 5113.0
DP 68.555460 5193.0
DP 69.679320 5272.0
DP 70.803180 4952.0
DP 71.927040 4605.0
DP 73.050900 3651.0
DP 74.174760 2631.0
DP 75.298620 1843.0
DP 76.422480 1640.0
DP 77.546340 2012.0
DP 78.670200 2628.0
DP 79.794060 2511.0
DP 80.917920 3534.0
DP 82.041780 3510.0
DP 83.165640 3376.0
DP 84.289500 3425.0
DP 85.413360 3923.0
DP 86.537220 3248.0
DP 87.661080 3506.0
DP 88.784940 3288.0
DP 89.908800 2593.0
DP 91.032660 2235.0
DP 92.156520 1984.0
DP 93.280380 1632.0
DP 94.404240 1371.0
DP 95.528100 1267.0
DP 96.651960 1089.0
DP 97.775820 1017.0
DP 98.899680 814.0
DP 100.023540 680.0
DP 101.147400 609.0
DP 102.271260 571.0
DP 103.395120 604.0
DP 104.518980 561.0
DP 105.642840 805.0
DP 106.766700 555.0
DP 107.890560 599.0
DP 109.014420 832.0
DP 110.138280 1354.0
DP 111.262140 1563.0
DP 112.386000 1423.0
DP 113.509860 1485.0
DP 114.633720 1791.0
DP 115.757580 1787.0
DP 116.881440 1496.0
DP 118.005300 1344.0
DP 119.129160 1159.0
DP 120.253020 907.0
DP 121.376880 863.0
DP 122.500740 883.0
DP 123.624600 685.0
DP 124.748460 629.0
DP 125.872320 567.0
DP 126.996180 652.0
DP 128.120040 340.0
DP 129.243900 478.0
DP 130.367760 385.0
DP 131.491620 369.0
DP 132.615480 366.0
DP 133.739340 352.0
DP 134.863200 287.0
DP 135.987060 231.0
DP 137.110920 256.0
DP 138.234780 195.0
DP 139.358640 198.0
DP 140.482500 163.0
DP 141.606360 130.0
DP 142.730220 211.0
DP 143.854080 143.0
DP 144.977940 74.0
DP 146.101800 94.0
DP 147.225660 95.0
DP 148.349520 74.0
DP 149.473380 0.0
DP 150.597240 34.0
DP 151.721100 31.0
DP 152.844960 7.0
DP 153.968820 39.0
DP 155.092680 54.0
DP 156.216540 9.0
DP 157.340400 0.0
DP 158.464260 0.0
DP 159.588120 0.0
DP 160.711980 18.0
DP 161.835840 40.0
DP 162.959700 0.0
DP 164.083560 0.0
DP 165.207420 0.0
DP 166.331280 0.0
DP 167.455140 0.0
DP 168.579000 0.0
DP 169.702860 0.0
DP 170.826720 0.0
DP 171.950580 0.0
DP 173.074440 0.0
DP 174.198300 0.0
EN
