# Info on the Light curve.
# DP | Time point in [s] | Excess counts.
# We shifted GBM times to start from 0.0. After the shift GBM Trigger time is at 1.02914 s. Light curve stops at 8.94914 s. Time resolution is 0.03072 s. There are 292 points.
# Light curve values are Excess Counts = Observed GBM Counts - Best fit Background Model. Negative excess counts are clipped to 0.
# We selected the events from GBM detector b1 with energy in [250.0,40000.0] keV.
IP LINLIN
DP 0.000000 0.0
DP 0.030721 8.0
DP 0.061441 8.0
DP 0.092162 0.0
DP 0.122882 2.0
DP 0.153602 7.0
DP 0.184323 0.0
DP 0.215043 0.0
DP 0.245764 0.0
DP 0.276485 0.0
DP 0.307205 9.0
DP 0.337925 5.0
DP 0.368646 0.0
DP 0.399366 0.0
DP 0.430087 0.0
DP 0.460808 5.0
DP 0.491528 6.0
DP 0.522248 0.0
DP 0.552969 0.0
DP 0.583689 1.0
DP 0.614410 2.0
DP 0.645130 10.0
DP 0.675851 7.0
DP 0.706571 3.0
DP 0.737292 0.0
DP 0.768012 0.0
DP 0.798733 4.0
DP 0.829453 7.0
DP 0.860174 0.0
DP 0.890894 3.0
DP 0.921615 0.0
DP 0.952336 19.0
DP 0.983056 2.0
DP 1.013776 20.0
DP 1.044497 9.0
DP 1.075217 0.0
DP 1.105938 8.0
DP 1.136659 4.0
DP 1.167379 8.0
DP 1.198099 0.0
DP 1.228820 18.0
DP 1.259540 0.0
DP 1.290261 5.0
DP 1.320981 3.0
DP 1.351702 8.0
DP 1.382422 20.0
DP 1.413143 0.0
DP 1.443863 0.0
DP 1.474584 0.0
DP 1.505304 18.0
DP 1.536025 7.0
DP 1.566745 5.0
DP 1.597466 21.0
DP 1.628186 0.0
DP 1.658907 0.0
DP 1.689627 0.0
DP 1.720348 10.0
DP 1.751068 19.0
DP 1.781789 3.0
DP 1.812509 12.0
DP 1.843230 17.0
DP 1.873950 17.0
DP 1.904671 5.0
DP 1.935391 0.0
DP 1.966112 29.0
DP 1.996832 12.0
DP 2.027553 0.0
DP 2.058273 0.0
DP 2.088994 32.0
DP 2.119714 45.0
DP 2.150435 71.0
DP 2.181156 75.0
DP 2.211876 83.0
DP 2.242596 98.0
DP 2.273317 135.0
DP 2.304037 119.0
DP 2.334758 141.0
DP 2.365479 155.0
DP 2.396199 176.0
DP 2.426919 199.0
DP 2.457640 198.0
DP 2.488360 165.0
DP 2.519081 151.0
DP 2.549802 175.0
DP 2.580522 156.0
DP 2.611242 141.0
DP 2.641963 159.0
DP 2.672683 154.0
DP 2.703404 156.0
DP 2.734125 154.0
DP 2.764845 139.0
DP 2.795565 106.0
DP 2.826286 101.0
DP 2.857006 76.0
DP 2.887727 61.0
DP 2.918448 50.0
DP 2.949168 61.0
DP 2.979888 48.0
DP 3.010609 42.0
DP 3.041329 45.0
DP 3.072050 42.0
DP 3.102771 34.0
DP 3.133491 25.0
DP 3.164211 39.0
DP 3.194932 24.0
DP 3.225652 28.0
DP 3.256373 33.0
DP 3.287094 33.0
DP 3.317814 25.0
DP 3.348534 0.0
DP 3.379255 17.0
DP 3.409975 17.0
DP 3.440696 15.0
DP 3.471417 0.0
DP 3.502137 9.0
DP 3.532857 14.0
DP 3.563578 19.0
DP 3.594298 6.0
DP 3.625019 12.0
DP 3.655740 19.0
DP 3.686460 24.0
DP 3.717180 26.0
DP 3.747901 55.0
DP 3.778621 63.0
DP 3.809342 71.0
DP 3.840063 89.0
DP 3.870783 99.0
DP 3.901503 127.0
DP 3.932224 113.0
DP 3.962944 61.0
DP 3.993665 73.0
DP 4.024386 96.0
DP 4.055106 88.0
DP 4.085826 97.0
DP 4.116547 108.0
DP 4.147267 82.0
DP 4.177988 75.0
DP 4.208709 109.0
DP 4.239429 52.0
DP 4.270149 74.0
DP 4.300870 54.0
DP 4.331590 53.0
DP 4.362311 29.0
DP 4.393032 34.0
DP 4.423752 54.0
DP 4.454472 47.0
DP 4.485193 40.0
DP 4.515913 38.0
DP 4.546634 50.0
DP 4.577354 7.0
DP 4.608075 0.0
DP 4.638795 12.0
DP 4.669516 9.0
DP 4.700236 0.0
DP 4.730957 5.0
DP 4.761677 6.0
DP 4.792398 7.0
DP 4.823118 0.0
DP 4.853839 0.0
DP 4.884559 2.0
DP 4.915280 7.0
DP 4.946000 0.0
DP 4.976721 0.0
DP 5.007441 7.0
DP 5.038162 9.0
DP 5.068882 0.0
DP 5.099603 0.0
DP 5.130324 0.0
DP 5.161044 14.0
DP 5.191765 2.0
DP 5.222485 16.0
DP 5.253205 0.0
DP 5.283926 0.0
DP 5.314646 0.0
DP 5.345367 0.0
DP 5.376087 0.0
DP 5.406808 0.0
DP 5.437528 18.0
DP 5.468249 0.0
DP 5.498970 6.0
DP 5.529690 3.0
DP 5.560411 0.0
DP 5.591131 0.0
DP 5.621851 0.0
DP 5.652572 0.0
DP 5.683292 12.0
DP 5.714013 14.0
DP 5.744733 0.0
DP 5.775454 20.0
DP 5.806175 0.0
DP 5.836895 0.0
DP 5.867616 2.0
DP 5.898336 0.0
DP 5.929056 15.0
DP 5.959777 11.0
DP 5.990497 4.0
DP 6.021218 0.0
DP 6.051938 1.0
DP 6.082659 22.0
DP 6.113379 3.0
DP 6.144100 18.0
DP 6.174821 0.0
DP 6.205541 0.0
DP 6.236262 2.0
DP 6.266982 0.0
DP 6.297702 0.0
DP 6.328423 15.0
DP 6.359143 0.0
DP 6.389864 4.0
DP 6.420584 2.0
DP 6.451305 6.0
DP 6.482025 0.0
DP 6.512746 0.0
DP 6.543467 0.0
DP 6.574187 0.0
DP 6.604908 3.0
DP 6.635628 0.0
DP 6.666348 0.0
DP 6.697069 0.0
DP 6.727789 0.0
DP 6.758510 0.0
DP 6.789230 7.0
DP 6.819951 0.0
DP 6.850671 0.0
DP 6.881392 9.0
DP 6.912113 0.0
DP 6.942833 23.0
DP 6.973554 7.0
DP 7.004274 2.0
DP 7.034994 7.0
DP 7.065715 1.0
DP 7.096435 0.0
DP 7.127156 0.0
DP 7.157876 2.0
DP 7.188597 0.0
DP 7.219317 0.0
DP 7.250038 0.0
DP 7.280759 1.0
DP 7.311479 0.0
DP 7.342200 0.0
DP 7.372920 19.0
DP 7.403640 10.0
DP 7.434361 9.0
DP 7.465081 2.0
DP 7.495802 0.0
DP 7.526522 0.0
DP 7.557243 0.0
DP 7.587963 0.0
DP 7.618684 1.0
DP 7.649405 12.0
DP 7.680125 12.0
DP 7.710846 1.0
DP 7.741566 0.0
DP 7.772286 0.0
DP 7.803007 8.0
DP 7.833727 9.0
DP 7.864448 4.0
DP 7.895168 8.0
DP 7.925889 6.0
DP 7.956609 3.0
DP 7.987330 14.0
DP 8.018050 0.0
DP 8.048771 0.0
DP 8.079491 0.0
DP 8.110212 15.0
DP 8.140932 11.0
DP 8.171653 0.0
DP 8.202373 0.0
DP 8.233094 0.0
DP 8.263814 6.0
DP 8.294535 0.0
DP 8.325255 16.0
DP 8.355976 0.0
DP 8.386696 0.0
DP 8.417417 19.0
DP 8.448137 5.0
DP 8.478858 7.0
DP 8.509578 0.0
DP 8.540299 0.0
DP 8.571019 2.0
DP 8.601740 3.0
DP 8.632460 0.0
DP 8.663181 0.0
DP 8.693901 0.0
DP 8.724622 0.0
DP 8.755342 0.0
DP 8.786063 0.0
DP 8.816783 0.0
DP 8.847504 0.0
DP 8.878224 0.0
DP 8.908945 0.0
DP 8.939665 0.0
EN
