# Info on the Light curve.
# DP | Time point in [s] | Excess counts.
# We shifted GBM times to start from 0.0. After the shift GBM Trigger time is at 0.05984 s. Light curve stops at 1.08384 s. Time resolution is 0.01088 s. There are 101 points.
# Light curve values are Excess Counts = Observed GBM Counts - Best fit Background Model. Negative excess counts are clipped to 0.
# We selected the events from GBM detector n5 with energy in [8.0,900.0] keV.
IP LINLIN
DP 0.000000 2.0
DP 0.010880 3.0
DP 0.021760 8.0
DP 0.032640 13.0
DP 0.043520 16.0
DP 0.054400 17.0
DP 0.065280 9.0
DP 0.076160 18.0
DP 0.087040 13.0
DP 0.097920 24.0
DP 0.108800 22.0
DP 0.119680 20.0
DP 0.130560 22.0
DP 0.141440 17.0
DP 0.152320 26.0
DP 0.163200 22.0
DP 0.174080 35.0
DP 0.184960 37.0
DP 0.195840 21.0
DP 0.206720 28.0
DP 0.217600 30.0
DP 0.228480 22.0
DP 0.239360 37.0
DP 0.250240 23.0
DP 0.261120 17.0
DP 0.272000 26.0
DP 0.282880 28.0
DP 0.293760 34.0
DP 0.304640 33.0
DP 0.315520 10.0
DP 0.326400 27.0
DP 0.337280 36.0
DP 0.348160 18.0
DP 0.359040 32.0
DP 0.369920 40.0
DP 0.380800 18.0
DP 0.391680 38.0
DP 0.402560 21.0
DP 0.413440 28.0
DP 0.424320 28.0
DP 0.435200 31.0
DP 0.446080 22.0
DP 0.456960 28.0
DP 0.467840 22.0
DP 0.478720 40.0
DP 0.489600 22.0
DP 0.500480 22.0
DP 0.511360 30.0
DP 0.522240 8.0
DP 0.533120 26.0
DP 0.544000 17.0
DP 0.554880 19.0
DP 0.565760 9.0
DP 0.576640 22.0
DP 0.587520 23.0
DP 0.598400 30.0
DP 0.609280 23.0
DP 0.620160 21.0
DP 0.631040 18.0
DP 0.641920 14.0
DP 0.652800 23.0
DP 0.663680 23.0
DP 0.674560 18.0
DP 0.685440 11.0
DP 0.696320 20.0
DP 0.707200 12.0
DP 0.718080 10.0
DP 0.728960 13.0
DP 0.739840 17.0
DP 0.750720 12.0
DP 0.761600 7.0
DP 0.772480 5.0
DP 0.783360 14.0
DP 0.794240 8.0
DP 0.805120 2.0
DP 0.816000 8.0
DP 0.826880 0.0
DP 0.837760 12.0
DP 0.848640 12.0
DP 0.859520 15.0
DP 0.870400 18.0
DP 0.881280 12.0
DP 0.892160 19.0
DP 0.903040 21.0
DP 0.913920 12.0
DP 0.924800 18.0
DP 0.935680 9.0
DP 0.946560 10.0
DP 0.957440 9.0
DP 0.968320 8.0
DP 0.979200 20.0
DP 0.990080 5.0
DP 1.000960 5.0
DP 1.011840 9.0
DP 1.022720 11.0
DP 1.033600 10.0
DP 1.044480 9.0
DP 1.055360 1.0
DP 1.066240 16.0
DP 1.077120 11.0
DP 1.088000 2.0
EN
